constituent_id,first_gift_date,last_gift_date,lifetime_gifts,lifetime_giving,average_gift,largest_gift,donor_level,retention_status,has_open_pledge,household_id,giving_2021,giving_2022,giving_2023,giving_2024,giving_2025
1523,2023-11-09,2024-11-21,14,1181.098,84.36414285714285,224.4,Mid-level,Lapsed,False,,0.0,0.0,23.32,1157.778,0.0
1524,2022-04-19,2025-03-29,26,3529.408,135.74646153846155,362.28,Mid-level,Retained,False,,0.0,176.58,870.6399999999999,2114.9680000000008,367.22
1525,2023-09-24,2025-02-10,10,1201.1879999999999,120.1188,220.12,Mid-level,Retained,False,,0.0,0.0,211.24,978.428,11.52
1526,2023-07-31,2025-03-14,22,2199.022,99.95554545454546,213.98,Mid-level,Retained,False,,0.0,0.0,122.24000000000001,2056.4420000000005,20.34
1527,2024-06-30,2025-02-24,12,2270.88,189.24,513.54,Mid-level,Retained,True,,0.0,0.0,0.0,2048.26,222.62
1528,2023-08-05,2025-04-04,16,1591.32,99.4575,315.86,Mid-level,Retained,True,345.0,0.0,0.0,19.12,1116.1200000000001,456.08
1529,2023-11-08,2024-08-12,4,185572.56,46393.14,98109.52,Principal,Lapsed,True,346.0,0.0,0.0,61687.3,123885.26000000001,0.0
1530,2024-12-24,2025-03-25,3,768.62,256.20666666666665,413.42,General,Retained,False,,0.0,0.0,0.0,413.42,355.2
1531,2021-05-16,2025-02-05,17,2613.24,153.72,290.62,Mid-level,Retained,False,,1101.38,278.72,257.48,714.18,261.48
1532,2024-03-04,2025-02-11,8,5479.54,684.9425,1184.88,Major,Retained,False,347.0,0.0,0.0,0.0,4740.18,739.36
1533,2024-07-19,2024-12-15,5,937.58,187.51600000000002,403.88,General,Lapsed,False,348.0,0.0,0.0,0.0,937.58,0.0
1534,2022-10-01,2025-02-06,10,6319.62,631.962,1408.52,Major,Retained,True,349.0,0.0,2330.42,215.4,3529.72,244.08
1535,2021-11-22,2025-04-21,16,2902.78,181.42375,359.9,Mid-level,Retained,False,,85.0,905.26,818.7,884.3000000000001,209.52
1536,2024-10-07,2025-05-17,7,843.02,120.43142857142857,309.36,General,Retained,False,,0.0,0.0,0.0,445.76,397.26
1538,2021-06-07,2025-01-30,10,9122.46,912.2459999999999,2499.6,Major,Retained,False,350.0,3079.74,249.96,2941.18,826.04,2025.54
1539,2024-07-26,2025-05-13,10,1785.74,178.574,384.52,Mid-level,Retained,False,351.0,0.0,0.0,0.0,1139.08,646.6600000000001
1540,2024-07-31,2025-03-13,7,989.26,141.32285714285715,205.8,General,Retained,False,352.0,0.0,0.0,0.0,702.6,286.65999999999997
1541,2022-09-30,2025-02-08,19,14999.08,789.4252631578947,2348.64,Major,Retained,False,,0.0,1976.96,4566.32,6615.539999999999,1840.2599999999998
1542,2023-11-21,2024-11-29,8,1006.0,125.75,381.28,Mid-level,Lapsed,False,353.0,0.0,0.0,198.68,807.32,0.0
1543,2023-11-07,2025-03-09,14,1936.74,138.33857142857144,523.36,Mid-level,Retained,False,,0.0,0.0,151.78,1624.6,160.36
1544,2022-11-28,2024-05-14,5,513.8,102.75999999999999,201.42,General,Lapsed,False,354.0,0.0,201.42,180.42000000000002,131.96,0.0
1545,2024-05-14,2024-11-28,11,1157.732,105.24836363636364,203.94,Mid-level,Lapsed,False,,0.0,0.0,0.0,1157.7320000000002,0.0
1546,2022-11-29,2024-12-23,8,722.28,90.285,205.02,General,Lapsed,False,355.0,0.0,205.02,37.72,479.53999999999996,0.0
1547,2023-04-21,2024-12-17,11,1758.76,159.88727272727272,348.16,Mid-level,Lapsed,False,,0.0,0.0,75.46,1683.3,0.0
1548,2021-10-15,2025-04-17,12,2388.94,199.07833333333335,473.96,Mid-level,Retained,False,,98.36,871.24,322.22,914.54,182.58
1549,2024-07-30,2024-12-25,3,263.04,87.68,120.82,General,Lapsed,False,,0.0,0.0,0.0,263.03999999999996,0.0
1550,2024-12-19,2025-03-15,3,478.68,159.56,377.44,General,Retained,False,,0.0,0.0,0.0,34.56,444.12
1551,2024-03-06,2024-10-29,3,561.98,187.32666666666668,339.18,General,Lapsed,False,356.0,0.0,0.0,0.0,561.98,0.0
1552,2021-06-07,2025-04-23,51,7429.676,145.67992156862746,660.32,Major,Retained,False,357.0,1946.956,1158.7199999999998,1386.232,2276.72,661.048
1553,2025-02-02,2025-05-12,4,364.2,91.05,175.82,General,Reactivated,False,358.0,0.0,0.0,0.0,0.0,364.2
1554,2023-07-28,2025-01-03,5,747.54,149.50799999999998,232.72,General,Retained,False,,0.0,0.0,234.9,315.2,197.44
1555,2024-06-28,2025-04-19,28,5075.47,181.26678571428573,441.36,Major,Retained,False,359.0,0.0,0.0,0.0,4798.589999999999,276.88
1556,2021-10-14,2025-05-08,35,7440.346,212.58131428571429,663.66,Major,Retained,False,360.0,152.08,446.9,1124.588,4808.825999999999,907.952
1557,2024-07-19,2025-05-11,10,5402.32,540.232,1203.22,Major,Retained,False,,0.0,0.0,0.0,3390.68,2011.6399999999999
1558,2023-03-05,2025-04-23,8,1007.74,125.9675,259.62,Mid-level,Retained,False,,0.0,0.0,14.76,692.3199999999999,300.65999999999997
1559,2022-11-26,2025-04-24,18,2194.02,121.89,473.04,Mid-level,Retained,False,361.0,0.0,109.3,216.64,1845.7199999999998,22.36
1560,2023-08-15,2025-05-09,7,823.6,117.65714285714286,239.8,General,Retained,False,,0.0,0.0,423.48,253.5,146.62
1561,2024-04-24,2024-08-21,5,21138.44,4227.688,9267.82,Major,Lapsed,True,,0.0,0.0,0.0,21138.44,0.0
1562,2023-12-02,2025-01-31,11,2061.2,187.38181818181818,481.38,Mid-level,Retained,False,362.0,0.0,0.0,481.38,1181.26,398.56
1563,2023-10-10,2025-03-13,29,4375.75,150.88793103448276,478.02,Mid-level,Retained,False,363.0,0.0,0.0,428.25199999999995,3883.7780000000007,63.72
1564,2022-12-29,2025-02-12,37,6215.6,167.9891891891892,579.48,Major,Retained,False,,0.0,44.38,1623.42,4519.700000000001,28.1
1565,2024-07-27,2024-12-31,2,909.44,454.72,647.34,General,Lapsed,False,,0.0,0.0,0.0,909.44,0.0
1566,2025-01-31,2025-05-12,2,572.3199999999999,286.15999999999997,495.76,General,Reactivated,False,,0.0,0.0,0.0,0.0,572.3199999999999
1567,2024-11-25,2025-05-19,5,971.5,194.3,381.2,General,Retained,False,,0.0,0.0,0.0,576.96,394.54
1568,2024-01-10,2025-03-14,10,47673.28,4767.3279999999995,9674.52,Principal,Retained,False,,0.0,0.0,0.0,32235.28,15438.0
1569,2023-01-03,2025-02-12,9,7100.96,788.9955555555556,1545.52,Major,Retained,False,,0.0,0.0,4311.759999999999,2182.3,606.9
1570,2021-08-24,2025-03-12,34,4735.6,139.28235294117647,297.72,Mid-level,Retained,False,,319.82,979.5999999999999,791.36,2397.7599999999998,247.06
1571,2023-03-05,2025-03-15,14,15318.640000000001,1094.1885714285715,2953.34,Major,Retained,False,,0.0,0.0,4989.460000000001,9433.7,895.48
1572,2024-07-28,2025-05-13,8,1243.56,155.445,348.24,Mid-level,Retained,False,,0.0,0.0,0.0,753.64,489.92
1573,2023-08-22,2025-05-02,8,1020.52,127.565,256.58,Mid-level,Retained,False,,0.0,0.0,54.86,720.0,245.66
1574,2024-10-26,2025-05-18,8,1290.68,161.335,438.22,Mid-level,Retained,False,364.0,0.0,0.0,0.0,681.34,609.34
1575,2025-01-29,2025-05-21,2,452.98,226.49,352.72,General,Reactivated,False,365.0,0.0,0.0,0.0,0.0,452.98
1576,2023-05-03,2025-05-19,11,1993.98,181.2709090909091,536.3,Mid-level,Retained,False,,0.0,0.0,820.64,278.74,894.6
1577,2024-11-21,2024-12-23,4,2456.52,614.13,929.0,Mid-level,Lapsed,False,,0.0,0.0,0.0,2456.52,0.0
1578,2021-11-22,2024-12-21,16,1890.74,118.17125,289.68,Mid-level,Lapsed,False,366.0,238.18,343.34000000000003,576.98,732.2399999999999,0.0
1580,2023-05-31,2025-03-16,5,290.06,58.012,134.9,General,Retained,False,368.0,0.0,0.0,26.94,204.78,58.34
1581,2023-01-31,2025-02-05,12,12824.86,1068.7383333333335,2434.52,Major,Retained,False,369.0,0.0,0.0,3517.1,8677.58,630.18
1582,2021-04-13,2025-04-24,48,7377.12,153.69,382.4,Major,Retained,False,,1192.62,999.5999999999999,1373.1200000000001,3455.640000000001,356.14
1583,2024-01-29,2025-04-21,4,551.36,137.84,295.68,General,Retained,False,370.0,0.0,0.0,0.0,101.24000000000001,450.12
1584,2022-12-22,2025-04-22,30,4411.26,147.042,416.62,Mid-level,Retained,False,371.0,0.0,147.06,576.4,2979.08,708.72
1585,2021-10-14,2025-03-29,42,5887.29,140.17357142857142,480.22,Major,Retained,False,372.0,376.34000000000003,1102.54,544.8199999999999,3614.07,249.51999999999998
1586,2021-04-11,2025-03-15,18,14308.92,794.94,1731.0,Major,Retained,False,373.0,6035.52,549.68,1888.14,3702.54,2133.04
1587,2023-05-30,2025-03-14,8,1088.6,136.075,246.44,Mid-level,Retained,False,,0.0,0.0,62.26,1013.28,13.06
1588,2023-08-16,2024-09-29,6,1051.08,175.17999999999998,283.26,Mid-level,Lapsed,False,,0.0,0.0,114.92,936.1600000000001,0.0
1589,2024-08-12,2025-04-23,8,1724.1,215.5125,590.9,Mid-level,Retained,True,,0.0,0.0,0.0,1395.94,328.15999999999997
1590,2022-04-19,2025-01-07,10,1657.8799999999999,165.78799999999998,543.14,Mid-level,Retained,False,,0.0,280.6,952.58,216.14,208.56
1591,2024-07-24,2025-04-18,5,759.6,151.92000000000002,278.4,General,Retained,False,,0.0,0.0,0.0,333.14,426.46
1592,2021-10-02,2025-04-18,10,329302.83999999997,32930.284,54793.38,Principal,Retained,False,374.0,49945.2,62542.66,32144.82,141203.34,43466.82
1594,2023-07-17,2024-11-11,4,551.9,137.975,284.24,General,Lapsed,False,376.0,0.0,0.0,252.32000000000002,299.58,0.0
1595,2023-08-22,2025-04-23,10,1548.222,154.8222,360.0,Mid-level,Retained,True,,0.0,0.0,36.46,1377.942,133.82
1596,2024-08-02,2025-04-22,11,1970.8200000000002,179.16545454545457,627.94,Mid-level,Retained,False,377.0,0.0,0.0,0.0,1507.8600000000001,462.96000000000004
1597,2022-10-07,2025-02-04,27,4964.66,183.8762962962963,567.56,Mid-level,Retained,False,,0.0,317.02,924.8,3340.7000000000003,382.14
1598,2022-04-19,2024-11-24,7,978.42,139.7742857142857,239.08,General,Lapsed,True,378.0,0.0,239.08,82.64,656.7,0.0
1599,2023-01-22,2024-12-14,7,988.3,141.18571428571428,311.82,General,Lapsed,False,379.0,0.0,0.0,176.66,811.64,0.0
1600,2022-11-29,2024-10-09,14,13910.04,993.5742857142858,1855.04,Major,Lapsed,False,380.0,0.0,1027.38,1884.34,10998.320000000002,0.0
1601,2022-12-25,2024-12-21,9,780.468,86.71866666666666,170.1,General,Lapsed,False,381.0,0.0,148.92,273.788,357.76,0.0
1602,2023-05-29,2024-08-10,5,673.92,134.784,177.96,General,Lapsed,False,,0.0,0.0,389.90000000000003,284.02,0.0
1603,2023-10-22,2025-03-16,7,1249.58,178.51142857142855,598.3,Mid-level,Retained,False,,0.0,0.0,900.16,228.94000000000003,120.48
1604,2021-06-07,2025-05-12,12,1452.5,121.04166666666667,313.72,Mid-level,Retained,False,,634.98,299.7,0.0,344.88,172.94
1605,2022-08-26,2024-12-24,8,7436.9,929.6125,2155.04,Major,Lapsed,False,,0.0,210.84,2458.04,4768.0199999999995,0.0
1606,2024-02-24,2025-01-28,8,1760.84,220.105,465.0,Mid-level,Retained,False,,0.0,0.0,0.0,1312.62,448.22
1607,2021-06-05,2025-03-06,31,3536.68,114.08645161290322,364.04,Mid-level,Retained,False,382.0,1543.18,480.62,164.86,842.06,505.96000000000004
1608,2023-04-18,2025-04-24,17,2602.84,153.10823529411766,449.76,Mid-level,Retained,False,383.0,0.0,0.0,467.82000000000005,1624.6999999999998,510.32
1609,2024-01-30,2025-03-09,4,8097.76,2024.44,2836.08,Major,Retained,False,,0.0,0.0,0.0,4571.16,3526.6000000000004
1610,2022-04-02,2025-03-05,39,38120.202,977.4410769230768,2061.46,Principal,Retained,False,,0.0,7455.539999999999,5093.08,23846.942000000003,1724.6399999999999
1611,2024-09-19,2025-03-24,6,471.46,78.57666666666667,114.58,General,Retained,False,,0.0,0.0,0.0,189.07999999999998,282.38
1612,2023-01-22,2024-10-10,6,675.0600000000001,112.51,225.24,General,Lapsed,False,,0.0,0.0,65.36,609.6999999999999,0.0
1613,2023-01-11,2025-03-15,15,2276.22,151.748,399.56,Mid-level,Retained,True,384.0,0.0,0.0,840.0,1208.7,227.52
1614,2024-12-21,2025-04-19,3,426.4,142.13333333333333,224.62,General,Retained,False,,0.0,0.0,0.0,150.06,276.34000000000003
1615,2024-11-28,2025-01-05,2,1709.6000000000001,854.8000000000001,1173.38,Mid-level,Retained,False,,0.0,0.0,0.0,1173.38,536.22
1616,2021-07-13,2024-12-16,9,1850.1,205.56666666666666,624.06,Mid-level,Lapsed,False,385.0,232.96,644.72,196.88,775.54,0.0
1617,2025-02-05,2025-04-22,2,5962.88,2981.44,4239.7,Major,Reactivated,False,386.0,0.0,0.0,0.0,0.0,5962.88
1618,2021-04-12,2024-12-26,15,1653.3,110.22,279.28,Mid-level,Lapsed,False,387.0,804.4399999999999,223.6,48.44,576.82,0.0
1619,2021-07-13,2024-07-28,7,847.78,121.11142857142856,254.86,General,Lapsed,False,388.0,494.34000000000003,51.86,217.52,84.06,0.0
1620,2022-07-09,2025-04-17,8,3916.3399999999997,489.54249999999996,1113.84,Mid-level,Retained,False,,0.0,753.92,944.04,1984.6599999999999,233.72
1621,2023-01-20,2025-04-19,6,770.4399999999999,128.40666666666667,236.32,General,Retained,False,,0.0,0.0,161.62,477.18,131.64
1622,2023-04-20,2025-02-11,14,12048.380000000001,860.5985714285715,2021.96,Major,Retained,False,,0.0,0.0,1809.22,9244.26,994.8999999999999
1623,2023-10-25,2025-03-07,9,9293.42,1032.6022222222223,2067.94,Major,Retained,False,,0.0,0.0,3862.26,4293.820000000001,1137.34
1624,2022-10-03,2025-04-21,13,9112.12,700.9323076923077,1183.42,Major,Retained,False,,0.0,1051.82,935.04,5115.320000000001,2009.94
1625,2024-11-27,2025-05-20,5,34597.1,6919.42,11823.6,Principal,Retained,False,,0.0,0.0,0.0,6103.86,28493.24
1626,2024-10-07,2024-10-07,1,10.8,10.8,10.8,General,Lapsed,False,,0.0,0.0,0.0,10.8,0.0
1627,2024-06-25,2025-04-23,6,4859.22,809.87,965.52,Mid-level,Retained,False,,0.0,0.0,0.0,3289.44,1569.78
1628,2022-08-21,2024-12-09,14,1823.44,130.24571428571429,243.0,Mid-level,Lapsed,False,389.0,0.0,403.48,0.0,1419.9600000000003,0.0
1629,2022-03-07,2024-07-30,4,722.0,180.5,388.82,General,Lapsed,False,390.0,0.0,667.88,21.08,33.04,0.0
1630,2024-06-26,2025-04-23,4,393.5,98.375,163.62,General,Retained,False,391.0,0.0,0.0,0.0,229.88,163.62
1631,2022-11-28,2024-11-27,12,2137.98,178.165,355.36,Mid-level,Lapsed,False,,0.0,79.88,357.02,1701.08,0.0
1633,2024-12-21,2025-04-17,4,23778.0,5944.5,13428.18,Major,Retained,False,,0.0,0.0,0.0,3244.76,20533.239999999998
1634,2025-04-24,2025-04-24,1,3339.22,3339.22,3339.22,Mid-level,Reactivated,False,,0.0,0.0,0.0,0.0,3339.22
1635,2022-11-26,2025-05-13,9,1276.26,141.80666666666667,447.3,Mid-level,Retained,False,,0.0,103.34,291.14,142.4,739.3800000000001
1636,2024-04-14,2025-03-20,6,3283.6,547.2666666666667,727.1,Mid-level,Retained,True,,0.0,0.0,0.0,2013.42,1270.1799999999998
1637,2024-04-15,2025-04-18,5,521.88,104.376,167.82,General,Retained,False,393.0,0.0,0.0,0.0,242.68,279.2
1639,2024-08-01,2025-01-31,3,171.12,57.04,73.6,General,Retained,False,395.0,0.0,0.0,0.0,97.52,73.6
1640,2024-02-24,2025-04-02,5,985.32,197.06400000000002,452.32,General,Retained,False,396.0,0.0,0.0,0.0,705.58,279.74
1641,2021-11-22,2024-12-14,13,13084.58,1006.5061538461539,1778.36,Major,Lapsed,False,397.0,689.54,7702.14,651.22,4041.6800000000003,0.0
1642,2023-04-24,2025-05-16,15,11878.76,791.9173333333333,2506.34,Major,Retained,False,398.0,0.0,0.0,2372.74,8958.56,547.46
1643,2022-07-02,2025-05-16,14,14681.72,1048.6942857142856,2488.48,Major,Retained,True,,0.0,3718.8199999999997,2105.42,7244.960000000001,1612.52
1645,2021-07-13,2025-03-16,13,2118.94,162.9953846153846,549.56,Mid-level,Retained,False,400.0,682.9000000000001,55.88,789.16,464.44,126.56
1646,2023-11-24,2024-11-24,8,874.9,109.3625,295.12,General,Lapsed,False,,0.0,0.0,78.12,796.7800000000002,0.0
1647,2022-10-02,2025-05-20,26,103126.81999999999,3966.4161538461535,7240.44,Principal,Retained,False,,0.0,27953.94,21884.839999999997,50594.100000000006,2693.94
1648,2023-11-26,2025-02-04,8,965.5,120.6875,363.52,General,Retained,False,,0.0,0.0,86.74,724.72,154.04
1650,2022-10-06,2025-04-23,7,1449.5,207.07142857142858,479.5,Mid-level,Retained,False,,0.0,69.04,114.24,1040.1799999999998,226.04
1651,2023-11-28,2025-04-22,17,610273.42,35898.43647058824,98873.52,Principal,Retained,False,,0.0,0.0,13523.1,500659.9,96090.42000000001
1652,2023-01-01,2025-02-11,7,832.1800000000001,118.88285714285715,295.56,General,Retained,False,402.0,0.0,0.0,337.86,376.6,117.72
1653,2024-12-07,2025-05-16,9,1286.82,142.98,345.18,Mid-level,Retained,True,403.0,0.0,0.0,0.0,256.32000000000005,1030.5
1654,2023-05-04,2025-05-15,29,5313.054,183.20875862068965,487.6,Major,Retained,False,404.0,0.0,0.0,1119.734,3659.3340000000003,533.986
1655,2022-04-19,2024-12-25,5,758.28,151.656,329.08,General,Lapsed,False,405.0,0.0,360.9,0.0,397.38,0.0
1656,2022-11-16,2024-12-03,7,890.14,127.16285714285713,217.4,General,Lapsed,False,,0.0,47.1,192.34,650.6999999999999,0.0
1657,2021-04-10,2025-02-05,47,4371.982,93.02089361702127,249.66,Mid-level,Retained,True,406.0,1531.254,121.46,633.24,1836.368,249.66
1658,2022-01-20,2024-10-04,12,1272.64,106.05333333333334,235.2,Mid-level,Lapsed,False,,0.0,510.52,203.66,558.4599999999999,0.0
1659,2024-07-24,2024-09-30,6,755.64,125.94,256.16,General,Lapsed,True,,0.0,0.0,0.0,755.64,0.0
1660,2024-06-21,2025-03-26,24,3293.588,137.23283333333333,320.74,Mid-level,Retained,False,,0.0,0.0,0.0,2737.0480000000007,556.54
1661,2024-08-09,2025-03-22,11,9316.8,846.9818181818181,1294.2,Major,Retained,False,,0.0,0.0,0.0,6131.12,3185.68
1662,2023-05-30,2025-04-22,36,30128.214,836.8948333333333,2263.46,Principal,Retained,False,407.0,0.0,0.0,2804.7200000000003,21209.234000000004,6114.26
1663,2021-12-17,2025-01-31,32,4930.978,154.0930625,579.76,Mid-level,Retained,False,,716.3,1837.17,291.46000000000004,1883.5079999999998,202.54
1665,2021-06-07,2025-03-10,10,8664.4,866.4399999999999,1602.94,Major,Retained,False,409.0,2985.42,2504.5,1602.94,948.68,622.86
1666,2024-07-02,2025-02-23,8,1165.16,145.645,385.54,Mid-level,Retained,False,410.0,0.0,0.0,0.0,1043.02,122.13999999999999
1667,2021-05-13,2025-05-18,12,2533.2000000000003,211.10000000000002,477.22,Mid-level,Retained,True,411.0,602.8,605.34,0.0,857.62,467.44
1668,2025-04-24,2025-04-24,1,526.04,526.04,526.04,General,Reactivated,False,,0.0,0.0,0.0,0.0,526.04
1669,2024-10-10,2025-05-18,5,671.72,134.344,290.64,General,Retained,False,,0.0,0.0,0.0,381.08000000000004,290.64
1670,2021-08-24,2024-09-29,6,1164.2,194.03333333333333,491.28,Mid-level,Lapsed,False,,230.84,0.0,0.0,933.36,0.0
1671,2022-04-19,2024-10-10,6,1008.24,168.04,367.66,Mid-level,Lapsed,False,,0.0,417.29999999999995,0.0,590.94,0.0
1672,2021-08-21,2025-05-15,19,2540.62,133.71684210526314,270.46,Mid-level,Retained,False,412.0,222.16,215.38,631.36,1264.92,206.8
1673,2023-06-01,2024-12-21,9,1326.04,147.33777777777777,339.4,Mid-level,Lapsed,False,413.0,0.0,0.0,924.9200000000001,401.12,0.0
1674,2024-04-12,2024-04-12,1,30.56,30.56,30.56,General,Lapsed,False,414.0,0.0,0.0,0.0,30.56,0.0
1675,2024-10-06,2025-04-20,7,5940.54,848.6485714285715,2646.6,Major,Retained,True,,0.0,0.0,0.0,4637.5199999999995,1303.02
1676,2024-12-24,2025-03-13,2,145.74,72.87,116.84,General,Retained,False,,0.0,0.0,0.0,116.84,28.9
1677,2024-10-22,2025-02-03,2,266.4,133.2,149.88,General,Retained,False,415.0,0.0,0.0,0.0,149.88,116.52
1679,2021-06-07,2025-05-12,33,27942.54,846.7436363636364,2384.28,Principal,Retained,False,416.0,4899.16,2859.56,5530.64,6655.86,7997.32
1680,2022-10-02,2025-02-06,16,1868.2,116.7625,374.54,Mid-level,Retained,False,,0.0,259.0,509.58000000000004,954.7799999999999,144.84
1681,2024-07-05,2025-01-01,14,11496.94,821.21,1528.74,Major,Retained,False,,0.0,0.0,0.0,10600.16,896.78
1682,2024-11-27,2025-02-16,4,1058.94,264.735,630.26,Mid-level,Retained,False,,0.0,0.0,0.0,893.5799999999999,165.36
1683,2024-01-30,2025-04-23,8,32577.38,4072.1725,6457.08,Principal,Retained,False,417.0,0.0,0.0,0.0,28743.0,3834.38
1684,2021-10-20,2025-01-03,9,983.5,109.27777777777777,174.38,General,Retained,False,418.0,122.44,22.86,263.92,414.94,159.34
1685,2021-08-24,2025-03-14,10,1107.86,110.78599999999999,358.3,Mid-level,Retained,False,419.0,163.32,0.0,18.3,755.02,171.22
1686,2023-10-03,2024-11-29,19,3077.254,161.96073684210526,275.9,Mid-level,Lapsed,False,,0.0,0.0,360.36,2716.894,0.0
1687,2023-04-22,2025-03-21,11,46217.74,4201.612727272727,9732.14,Principal,Retained,False,420.0,0.0,0.0,7319.52,33078.81999999999,5819.4
1688,2023-11-26,2025-02-01,13,8209.36,631.4892307692309,967.46,Major,Retained,False,,0.0,0.0,1285.18,6247.76,676.42
1689,2022-08-22,2025-05-11,31,2790.618,90.01993548387097,224.86,Mid-level,Retained,False,,0.0,398.296,338.14000000000004,1805.442,248.74
1690,2024-01-28,2025-05-17,17,13739.884,808.2284705882353,2571.62,Major,Retained,False,421.0,0.0,0.0,0.0,12056.324,1683.56
1691,2023-07-27,2025-04-19,19,2529.16,133.11368421052632,287.42,Mid-level,Retained,False,422.0,0.0,0.0,887.3,1214.92,426.94
1692,2023-01-30,2025-04-20,15,1227.46,81.83066666666667,158.14,Mid-level,Retained,False,423.0,0.0,0.0,501.03999999999996,687.5999999999999,38.82
1693,2025-03-12,2025-03-12,1,53.8,53.8,53.8,General,Reactivated,False,424.0,0.0,0.0,0.0,0.0,53.8
1694,2024-04-13,2025-03-09,13,1932.36,148.6430769230769,497.02,Mid-level,Retained,False,,0.0,0.0,0.0,1230.38,701.98
1695,2024-07-05,2025-05-21,9,846.1999999999999,94.02222222222221,186.5,General,Retained,True,,0.0,0.0,0.0,483.18,363.02
1696,2023-10-16,2025-05-14,14,13601.816,971.5582857142857,2436.12,Major,Retained,False,,0.0,0.0,1843.58,7613.575999999999,4144.66
1697,2021-06-07,2025-01-05,7,966.52,138.0742857142857,341.38,General,Reactivated,True,425.0,341.38,0.0,567.94,0.0,57.2
1698,2022-08-27,2025-03-14,20,3278.678,163.9339,595.86,Mid-level,Retained,False,426.0,0.0,321.42,360.538,2329.22,267.5
1699,2021-08-18,2024-12-22,11,7254.96,659.5418181818181,1659.98,Major,Lapsed,False,427.0,1046.4,577.0,0.0,5631.5599999999995,0.0
1700,2022-11-27,2024-08-05,8,33545.82,4193.2275,7511.54,Principal,Lapsed,True,428.0,0.0,5661.46,9339.46,18544.9,0.0
1701,2022-01-09,2024-10-12,9,793.96,88.21777777777778,198.4,General,Lapsed,False,429.0,0.0,88.36,28.36,677.24,0.0
1702,2023-01-01,2024-12-29,12,1445.58,120.46499999999999,476.26,Mid-level,Lapsed,True,,0.0,0.0,431.19999999999993,1014.3800000000001,0.0
1703,2024-09-27,2025-02-13,8,984.1999999999999,123.02499999999999,230.42,General,Retained,False,430.0,0.0,0.0,0.0,780.9799999999999,203.22
1704,2024-07-31,2024-10-10,5,937.58,187.51600000000002,379.54,General,Lapsed,False,431.0,0.0,0.0,0.0,937.5800000000002,0.0
1705,2024-05-12,2025-04-28,4,3586.2,896.55,1014.66,Mid-level,Retained,False,432.0,0.0,0.0,0.0,2752.88,833.32
1706,2022-10-03,2025-03-27,12,1510.22,125.85166666666667,423.2,Mid-level,Retained,False,,0.0,159.29999999999998,316.86,422.76000000000005,611.3
1707,2024-12-29,2025-03-17,3,1679.3,559.7666666666667,763.26,Mid-level,Retained,False,,0.0,0.0,0.0,483.96,1195.34
1708,2022-11-29,2025-03-20,6,802.1,133.68333333333334,270.34,General,Retained,False,,0.0,171.5,113.0,442.62,74.98
1709,2023-08-25,2024-12-13,5,4920.42,984.0840000000001,2639.86,Mid-level,Lapsed,False,,0.0,0.0,754.92,4165.5,0.0
1710,2022-04-01,2024-11-24,11,1610.86,146.44181818181818,323.74,Mid-level,Lapsed,False,433.0,0.0,398.4,0.0,1212.46,0.0
1711,2023-07-20,2025-04-23,11,1904.528,173.1389090909091,576.0,Mid-level,Retained,False,,0.0,0.0,547.268,969.2,388.06
1712,2025-01-30,2025-02-13,4,505.14,126.285,156.68,General,Reactivated,False,434.0,0.0,0.0,0.0,0.0,505.14000000000004
1714,2021-10-01,2025-04-20,39,4952.26,126.98102564102565,392.6,Mid-level,Retained,False,436.0,535.12,1077.1,1285.0,1713.7600000000002,341.28000000000003
1715,2022-07-03,2025-05-10,33,4500.206,136.3698787878788,443.44,Mid-level,Retained,False,,0.0,1290.5059999999999,719.86,1750.7200000000003,739.12
1717,2024-07-31,2024-12-15,6,917.04,152.84,393.28,General,Lapsed,False,,0.0,0.0,0.0,917.0400000000001,0.0
1718,2024-10-03,2025-02-08,4,983.02,245.755,430.8,General,Retained,False,437.0,0.0,0.0,0.0,912.22,70.8
1719,2023-10-27,2025-03-15,35,5571.742,159.19262857142857,552.68,Major,Retained,False,,0.0,0.0,311.17999999999995,4311.082,949.4799999999999
1720,2024-01-15,2025-02-04,17,2637.486,155.14623529411764,456.2,Mid-level,Retained,False,,0.0,0.0,0.0,2228.006,409.48
1721,2024-11-02,2024-11-02,1,170.4,170.4,170.4,General,Lapsed,False,,0.0,0.0,0.0,170.4,0.0
1722,2022-04-19,2024-12-31,7,1195.98,170.8542857142857,237.16,Mid-level,Lapsed,False,,0.0,175.98,629.76,390.24,0.0
1723,2022-03-19,2025-01-24,24,15489.08,645.3783333333333,2207.1,Major,Retained,True,438.0,0.0,2320.8,1676.2599999999998,11291.979999999996,200.04
1724,2024-07-31,2024-12-20,4,662.0799999999999,165.51999999999998,393.64,General,Lapsed,False,439.0,0.0,0.0,0.0,662.0799999999999,0.0
1726,2025-04-20,2025-04-20,1,101.92,101.92,101.92,General,Reactivated,False,,0.0,0.0,0.0,0.0,101.92
1727,2023-07-30,2024-08-14,4,3878.56,969.64,1314.08,Mid-level,Lapsed,False,,0.0,0.0,1116.2,2762.36,0.0
1728,2022-11-28,2025-03-29,7,30689.04,4384.148571428572,8675.58,Principal,Retained,False,,0.0,4665.88,0.0,23755.939999999995,2267.22
1729,2023-08-16,2024-12-20,6,755.92,125.98666666666666,197.28,General,Lapsed,True,,0.0,0.0,133.3,622.62,0.0
