transaction_id,constituent_id,appeal_id,campaign_id,fund_id,date,amount,payment_method,type,status
16854,3723,21,8,7,2022-08-26,2787.8,Check,Gift,Completed
16855,2214,21,8,3,2022-08-27,171.12,Other,Gift,Completed
16856,4979,21,8,3,2022-08-27,227.44,Cash,Gift,Completed
16857,2561,21,8,3,2022-08-23,88.7,Credit Card,Gift,Completed
16858,837,21,8,3,2022-08-23,139.86,Check,Gift,Completed
16859,557,21,8,3,2022-08-25,5726.6,Check,Gift,Completed
16860,1689,21,8,3,2022-08-22,65.14,Check,Gift,Completed
16861,1689,21,8,3,2022-08-26,59.05199999999999,Credit Card,Gift,Completed
16862,1689,21,8,3,2022-08-27,74.42399999999999,Credit Card,Gift,Completed
16863,311,21,8,3,2022-08-26,59930.52,Other,Gift,Completed
16864,1193,21,8,3,2022-08-22,819.9,Credit Card,Gift,Completed
16865,265,21,8,3,2022-08-22,1013.5,Credit Card,Gift,Completed
16866,3774,21,8,3,2022-08-27,158.54,Credit Card,Gift,Completed
16867,804,21,8,3,2022-08-26,12700.82,Check,Gift,Completed
16868,2975,21,8,3,2022-08-21,22.1,Credit Card,Gift,Completed
16869,4164,21,8,3,2022-08-25,3843.42,ACH,Gift,Completed
16870,3435,21,8,3,2022-08-26,84.82,Credit Card,Gift,Completed
16871,4164,21,8,7,2022-08-20,872.84,ACH,Gift,Completed
16872,3778,21,8,3,2022-08-22,1787.02,Check,Gift,Completed
16873,3170,21,8,7,2022-08-20,650.2,ACH,Gift,Completed
16874,190,21,8,4,2022-08-25,2231.02,Credit Card,Gift,Completed
16875,952,21,8,3,2022-08-25,601.64,Check,Gift,Completed
16876,952,21,8,3,2022-08-24,314.258,Credit Card,Gift,Completed
16877,4682,21,8,4,2022-08-23,38.34,ACH,Gift,Completed
16878,470,21,8,4,2022-08-24,12229.72,Check,Gift,Completed
16879,3976,21,8,3,2022-08-19,186.82,Credit Card,Gift,Completed
16880,62,21,8,4,2022-08-21,2312.08,ACH,Gift,Completed
16881,1620,21,8,3,2022-08-21,198.16,Credit Card,Gift,Completed
16882,3726,21,8,3,2022-08-24,599.96,Credit Card,Gift,Completed
16883,3682,21,8,3,2022-08-25,23.34,Credit Card,Gift,Completed
16884,2418,21,8,3,2022-08-26,38.66,Credit Card,Gift,Completed
16885,1985,21,8,4,2022-08-23,83.22,Credit Card,Gift,Completed
16886,3811,21,8,3,2022-08-17,73.0,Credit Card,Gift,Completed
16887,955,21,8,3,2022-08-25,40.68,Credit Card,Gift,Completed
16888,1891,21,8,3,2022-08-22,73.08,Cash,Gift,Completed
16889,3778,21,8,7,2022-08-16,4042.42,Check,Gift,Completed
16890,4930,21,8,7,2022-08-21,1380.16,Check,Gift,Completed
16891,1747,21,8,3,2022-08-24,726.94,Credit Card,Gift,Completed
16892,4994,21,8,3,2022-08-26,81.18,Check,Gift,Completed
16893,945,21,8,4,2022-08-19,198.44,ACH,Gift,Completed
16894,4916,21,8,4,2022-08-24,143.16,Credit Card,Gift,Completed
16895,672,21,8,4,2022-08-28,1164.68,Credit Card,Gift,Completed
16896,1025,21,8,3,2022-08-26,119.42,Credit Card,Gift,Completed
16897,686,21,8,4,2022-08-24,2804.56,Credit Card,Gift,Completed
16898,916,21,8,3,2022-08-27,29522.16,Credit Card,Gift,Completed
16899,1251,21,8,3,2022-08-21,5680.52,Check,Gift,Completed
16900,1508,21,8,4,2022-08-22,14.54,Credit Card,Gift,Completed
16901,4257,21,8,3,2022-08-23,139.58,Credit Card,Gift,Completed
16902,3398,21,8,3,2022-08-23,411.66,Credit Card,Gift,Completed
16903,196,21,8,3,2022-08-23,1777.24,Check,Gift,Completed
16904,3888,21,8,3,2022-08-28,216.4,Credit Card,Gift,Completed
16905,3888,21,8,4,2022-08-26,74.80199999999999,Credit Card,Gift,Completed
16906,3766,21,8,3,2022-08-27,17.56,Check,Gift,Completed
16907,2404,21,8,3,2022-08-27,149.3,Credit Card,Gift,Completed
16908,250,21,8,3,2022-08-23,1138.16,Check,Gift,Completed
16909,1628,21,8,3,2022-08-21,196.22,Credit Card,Gift,Completed
16910,784,21,8,4,2022-08-24,61.68,Check,Gift,Completed
16911,4495,21,8,3,2022-08-25,170.78,Credit Card,Gift,Completed
16912,3855,21,8,4,2022-08-22,623.86,Credit Card,Gift,Completed
16913,4849,21,8,3,2022-08-18,842.22,Credit Card,Gift,Completed
16914,4034,21,8,3,2022-08-23,18.1,Credit Card,Gift,Completed
16915,667,21,8,3,2022-08-20,4166.96,Credit Card,Gift,Completed
16916,2710,21,8,4,2022-08-23,87.46,Credit Card,Gift,Completed
16917,4735,21,8,3,2022-08-28,68.0,Credit Card,Gift,Completed
16918,3879,21,8,3,2022-08-24,27.78,Credit Card,Gift,Completed
16919,639,21,8,4,2022-08-26,81100.78,Other,Gift,Completed
16920,3648,21,8,4,2022-08-25,166.26,ACH,Gift,Completed
16921,1387,21,8,7,2022-08-26,12.8,Credit Card,Gift,Completed
16922,178,21,8,3,2022-08-24,2786.8,Check,Gift,Completed
16923,501,21,8,3,2022-08-21,6419.2,ACH,Gift,Completed
16924,936,21,8,3,2022-08-26,86.1,Credit Card,Gift,Completed
16925,3529,21,8,3,2022-08-16,193.46,ACH,Gift,Completed
16926,2444,21,8,3,2022-08-20,152.6,Credit Card,Gift,Completed
16927,4535,21,8,3,2022-08-24,62.86,Other,Gift,Completed
16928,3353,21,8,7,2022-08-26,53.48,Credit Card,Gift,Completed
16929,3048,21,8,3,2022-08-21,105.56,Check,Gift,Completed
16930,4065,21,8,3,2022-08-25,955.84,Credit Card,Gift,Completed
16931,2891,21,8,3,2022-08-26,97.78,Credit Card,Gift,Completed
16932,2496,21,8,3,2022-08-17,120.84,Credit Card,Gift,Completed
16933,4939,21,8,3,2022-08-25,456.48,Credit Card,Gift,Completed
16934,3885,21,8,3,2022-08-24,67.22,Credit Card,Gift,Completed
16935,4672,21,8,3,2022-08-21,141.1,ACH,Gift,Completed
16936,2088,21,8,3,2022-08-21,59.04,Credit Card,Gift,Completed
16937,2778,21,8,4,2022-08-20,1229.78,Credit Card,Gift,Completed
16938,4830,21,8,3,2022-08-27,179.54,Credit Card,Gift,Completed
16939,1689,21,8,3,2022-08-22,88.18,Check,Gift,Completed
16940,4495,21,8,7,2022-08-23,191.82,Credit Card,Gift,Completed
16941,3858,21,8,3,2022-08-25,164.58,Check,Gift,Completed
16942,1480,21,8,4,2022-08-26,148.24,Credit Card,Gift,Completed
16943,1015,21,8,7,2022-08-20,145.0,Credit Card,Gift,Completed
16944,2613,21,8,4,2022-08-25,60.1,Credit Card,Gift,Completed
16945,3884,21,8,3,2022-08-26,99.72,Credit Card,Gift,Completed
16946,3884,21,8,3,2022-08-23,105.54599999999999,Credit Card,Gift,Completed
16947,3413,21,8,3,2022-08-21,72.48,Credit Card,Gift,Completed
16948,3942,21,8,3,2022-08-22,1013.9,Check,Gift,Completed
16949,2213,21,8,3,2022-08-20,34539.88,ACH,Gift,Completed
16950,3467,21,8,3,2022-08-19,104.9,Credit Card,Gift,Completed
16951,4593,21,8,3,2022-08-19,147.2,Credit Card,Gift,Completed
16952,3489,21,8,3,2022-08-17,510.6,Check,Gift,Completed
16953,4701,21,8,3,2022-08-24,170.1,Credit Card,Gift,Completed
16954,1092,21,8,3,2022-08-26,134.96,Credit Card,Gift,Completed
16955,2088,21,8,4,2022-08-22,105.7,Cash,Gift,Completed
16956,3007,21,8,3,2022-08-25,67.24,ACH,Gift,Completed
16957,3813,21,8,3,2022-08-26,890.04,Check,Gift,Completed
16958,398,21,8,3,2022-08-26,16780.26,Check,Gift,Completed
16959,277,21,8,3,2022-08-23,3786.56,Check,Gift,Completed
16960,258,21,8,3,2022-08-23,770.8,Check,Gift,Completed
16961,2575,21,8,4,2022-08-28,3712.54,Check,Gift,Completed
16962,910,21,8,3,2022-08-21,165.18,ACH,Gift,Completed
16963,619,21,8,4,2022-08-26,3379.76,Check,Gift,Completed
16964,433,21,8,4,2022-08-24,4947.0,Check,Gift,Completed
16965,253,21,8,3,2022-08-20,8489.58,Check,Gift,Completed
16966,1628,21,8,4,2022-08-27,36.86,ACH,Gift,Completed
16967,1874,21,8,3,2022-08-22,82.58,Check,Gift,Completed
16968,1714,21,8,4,2022-08-26,131.5,ACH,Gift,Completed
16969,937,21,8,3,2022-08-24,3059.56,Check,Gift,Completed
16970,3486,22,8,3,2022-10-01,95.52,Credit Card,Gift,Completed
16971,2842,22,8,3,2022-10-02,792.16,Credit Card,Gift,Completed
16972,927,22,8,3,2022-10-03,220.34,Credit Card,Gift,Completed
16973,3467,22,8,3,2022-10-02,184.86,Credit Card,Gift,Completed
16974,224,22,8,7,2022-10-03,593.5,Credit Card,Gift,Completed
16975,1663,22,8,3,2022-10-03,113.02,Credit Card,Gift,Completed
16976,2751,22,8,3,2022-10-01,45.28,Other,Gift,Completed
16977,3937,22,8,4,2022-10-02,26.76,Other,Gift,Completed
16978,254,22,8,3,2022-10-01,4706.72,Check,Gift,Completed
16979,3632,22,8,3,2022-10-01,150.14,Check,Gift,Completed
16980,4609,22,8,3,2022-10-03,351.84,Credit Card,Gift,Completed
16981,948,22,8,4,2022-10-02,210.42,Credit Card,Gift,Completed
16982,2216,22,8,4,2022-10-02,81.84,Credit Card,Gift,Completed
16983,468,22,8,3,2022-10-02,14211.8,ACH,Gift,Completed
16984,1941,22,8,4,2022-10-02,99.34,Other,Gift,Completed
16985,2300,22,8,3,2022-10-03,131.56,Credit Card,Gift,Completed
16986,707,22,8,7,2022-10-02,1199.96,Check,Gift,Completed
16987,855,22,8,3,2022-10-02,192.32,Credit Card,Gift,Completed
16988,3558,22,8,3,2022-10-02,127.16,Credit Card,Gift,Completed
16989,2197,22,8,3,2022-10-02,11.08,ACH,Gift,Completed
16990,2424,22,8,3,2022-10-02,231.68,Credit Card,Gift,Completed
16991,1973,22,8,3,2022-10-02,117.06,Check,Gift,Completed
16992,4761,22,8,3,2022-09-30,65.7,Credit Card,Gift,Completed
16993,4761,22,8,3,2022-10-01,52.136,Check,Gift,Completed
16994,4761,22,8,7,2022-09-30,41.748,Credit Card,Gift,Completed
16995,4235,22,8,3,2022-10-02,207.6,Credit Card,Gift,Completed
16996,9,22,8,3,2022-10-02,2289.38,Check,Gift,Completed
16997,33,22,8,3,2022-10-02,3471.12,Check,Gift,Completed
16998,4632,22,8,3,2022-10-03,170.3,Credit Card,Gift,Completed
16999,927,22,8,3,2022-09-30,204.78,Check,Gift,Completed
17000,1908,22,8,4,2022-10-03,33949.06,Check,Gift,Completed
17001,1454,22,8,3,2022-10-01,214.1,Cash,Gift,Completed
17002,2290,22,8,3,2022-10-01,45.5,Cash,Gift,Completed
17003,4519,22,8,3,2022-10-03,150.2,Cash,Gift,Completed
17004,1531,22,8,3,2022-10-01,69.44,Credit Card,Gift,Completed
17005,463,22,8,3,2022-10-02,2464.26,ACH,Gift,Completed
17006,3565,22,8,3,2022-09-30,32.06,Check,Gift,Completed
17007,1108,22,8,3,2022-10-02,28.6,ACH,Gift,Completed
17008,254,22,8,4,2022-10-02,4221.86,Check,Gift,Completed
17009,4,22,8,3,2022-10-01,17830.78,Check,Gift,Completed
17010,3815,22,8,3,2022-10-01,15.52,Credit Card,Gift,Completed
17011,4535,22,8,4,2022-10-02,25.94,Credit Card,Gift,Completed
17012,4965,22,8,7,2022-10-02,48.18,Credit Card,Gift,Completed
17013,3747,22,8,3,2022-10-03,117.98,Credit Card,Gift,Completed
17014,470,22,8,3,2022-09-30,21267.88,ACH,Gift,Completed
17015,2627,22,8,7,2022-10-03,419.52,ACH,Gift,Completed
17016,417,22,8,7,2022-10-03,107800.22,Check,Gift,Completed
17017,3782,22,8,3,2022-10-03,174.54,Credit Card,Gift,Completed
17018,4370,22,8,3,2022-10-02,483.0,Credit Card,Gift,Completed
17019,4806,22,8,3,2022-10-02,43328.14,Credit Card,Gift,Completed
17020,4540,22,8,3,2022-10-02,578.62,Cash,Gift,Completed
17021,1534,22,8,3,2022-10-01,903.3,Check,Gift,Completed
17022,4243,22,8,4,2022-10-01,113.18,Credit Card,Gift,Completed
17023,553,22,8,3,2022-10-02,377.7,Check,Gift,Completed
17024,2247,22,8,3,2022-10-02,41.1,Check,Gift,Completed
17025,3024,22,8,4,2022-10-02,159.04,Credit Card,Gift,Completed
17026,3874,22,8,3,2022-10-03,82.56,Credit Card,Gift,Completed
17027,2130,22,8,3,2022-10-02,153.7,Cash,Gift,Completed
17028,2231,22,8,3,2022-10-02,705.92,Credit Card,Gift,Completed
17029,4946,22,8,3,2022-10-02,2084.9,Check,Gift,Completed
17030,4938,22,8,3,2022-10-03,51.3,Credit Card,Gift,Completed
17031,3149,22,8,4,2022-10-02,202.16,Credit Card,Gift,Completed
17032,1145,22,8,3,2022-10-02,12.68,Credit Card,Gift,Completed
17033,2499,22,8,3,2022-10-03,2057.98,Check,Gift,Completed
17034,1245,22,8,3,2022-10-02,235.12,Credit Card,Gift,Completed
17035,2166,22,8,4,2022-10-03,807.44,Credit Card,Gift,Completed
17036,948,22,8,3,2022-10-02,152.58,Credit Card,Gift,Completed
17037,1498,22,8,4,2022-10-02,122.68,Credit Card,Gift,Completed
17038,2693,22,8,3,2022-10-02,3130.66,Check,Gift,Completed
17039,1834,22,8,4,2022-10-03,176.42,Credit Card,Gift,Completed
17040,2331,22,8,3,2022-10-03,883.84,Other,Gift,Completed
17041,1379,22,8,3,2022-10-02,77.58,Credit Card,Gift,Completed
17042,252,22,8,7,2022-10-02,850.94,Check,Gift,Completed
17043,2633,22,8,3,2022-10-03,8.96,Check,Gift,Completed
17044,4432,22,8,4,2022-10-03,108.64,Credit Card,Gift,Completed
17045,2805,22,8,7,2022-10-03,118.86,Cash,Gift,Completed
17046,2854,22,8,7,2022-10-03,143.24,Credit Card,Gift,Completed
17047,2540,22,8,3,2022-10-03,498.96,Credit Card,Gift,Completed
17048,1437,22,8,3,2022-10-03,45.32,ACH,Gift,Completed
17049,3318,22,8,4,2022-10-02,11.68,Credit Card,Gift,Completed
17050,656,22,8,3,2022-10-02,2910.42,Check,Gift,Completed
17051,1806,22,8,3,2022-10-03,801.54,Credit Card,Gift,Completed
17052,3743,22,8,3,2022-10-02,855.56,Credit Card,Gift,Completed
17053,1306,22,8,3,2022-10-01,3917.12,Check,Gift,Completed
17054,3885,22,8,3,2022-10-03,96.72,Credit Card,Gift,Completed
17055,3577,22,8,3,2022-10-01,689.22,Credit Card,Gift,Completed
17056,2257,22,8,7,2022-10-01,132.08,ACH,Gift,Completed
17057,164,22,8,3,2022-10-03,629.7,Credit Card,Gift,Completed
17058,929,22,8,3,2022-10-03,700.54,Check,Gift,Completed
17059,178,22,8,4,2022-10-01,3773.28,Check,Gift,Completed
17060,3620,22,8,4,2022-10-02,197.18,Credit Card,Gift,Completed
17061,3921,22,8,3,2022-10-01,211.88,Credit Card,Gift,Completed
17062,2687,22,8,3,2022-10-01,169.76,Credit Card,Gift,Completed
17063,2671,22,8,3,2022-10-03,148.44,Check,Gift,Completed
17064,2388,22,8,4,2022-10-03,163.92,Check,Gift,Completed
17065,2249,22,8,3,2022-10-02,855.2,Check,Gift,Completed
17066,1031,22,8,3,2022-10-02,638.16,Cash,Gift,Completed
17067,463,22,8,3,2022-09-30,3871.1,Check,Gift,Completed
17068,4370,22,8,3,2022-10-01,526.34,Credit Card,Gift,Completed
17069,3204,22,8,3,2022-10-03,132.5,ACH,Gift,Completed
17070,869,22,8,4,2022-09-30,68.98,Check,Gift,Completed
17071,1744,22,8,3,2022-10-02,55.6,Credit Card,Gift,Completed
17072,3050,22,8,4,2022-10-02,154.14,Credit Card,Gift,Completed
17073,2808,22,8,3,2022-10-01,942.96,Check,Gift,Completed
17074,927,22,8,3,2022-09-30,88.8,Check,Gift,Completed
17075,1847,22,8,3,2022-10-03,112.14,Credit Card,Gift,Completed
17076,2368,22,8,3,2022-10-03,13.34,Credit Card,Gift,Completed
17077,3864,22,8,3,2022-10-01,456.56,Credit Card,Gift,Completed
17078,4457,22,8,4,2022-10-02,19.38,Credit Card,Gift,Completed
17079,2686,22,8,4,2022-10-03,1321.14,Credit Card,Gift,Completed
17080,2225,22,8,3,2022-10-02,68.98,Credit Card,Gift,Completed
17081,2148,22,8,7,2022-10-03,154.06,Check,Gift,Completed
17082,1308,22,8,3,2022-09-30,163.2,Credit Card,Gift,Completed
17083,1889,22,8,4,2022-10-02,53.22,Credit Card,Gift,Completed
17084,4432,22,8,7,2022-10-03,83.48,Credit Card,Gift,Completed
17085,4432,22,8,4,2022-10-03,30.926,Credit Card,Gift,Completed
17086,4275,22,8,3,2022-10-01,17.64,Credit Card,Gift,Completed
17087,2445,22,8,3,2022-10-03,376.16,Credit Card,Gift,Completed
17088,4311,22,8,3,2022-10-01,69.74,Credit Card,Gift,Completed
17089,3470,22,8,3,2022-10-01,229.8,Credit Card,Gift,Completed
17090,2505,22,8,3,2022-10-01,136.78,Credit Card,Gift,Completed
17091,2884,22,8,3,2022-10-03,52.36,Credit Card,Gift,Completed
17092,965,22,8,3,2022-10-01,185.84,Credit Card,Gift,Completed
17093,1890,22,8,7,2022-10-02,56.8,ACH,Gift,Completed
17094,3155,22,8,4,2022-10-02,110.22,Other,Gift,Completed
17095,2362,22,8,3,2022-10-01,102.92,ACH,Gift,Completed
17096,948,22,8,3,2022-10-03,167.48,Credit Card,Gift,Completed
17097,1031,22,8,4,2022-10-02,562.52,Credit Card,Gift,Completed
17098,4339,22,8,4,2022-10-02,269.24,Cash,Gift,Completed
17099,4793,22,8,3,2022-10-02,184.78,Cash,Gift,Completed
17100,3231,22,8,4,2022-10-03,127.36,Credit Card,Gift,Completed
17101,457,22,8,3,2022-10-03,9668.24,ACH,Gift,Completed
17102,820,22,8,4,2022-10-01,94.32,Credit Card,Gift,Completed
17103,4403,22,8,3,2022-10-02,136.72,Credit Card,Gift,Completed
17104,2778,22,8,3,2022-10-03,3318.84,Credit Card,Gift,Completed
17105,2068,22,8,7,2022-10-02,317.14,Credit Card,Gift,Completed
17106,470,22,8,3,2022-10-02,14727.94,Check,Gift,Completed
17107,470,22,8,3,2022-10-02,12377.064,Check,Gift,Completed
17108,4432,22,8,7,2022-10-02,52.9,Credit Card,Gift,Completed
17109,4860,22,8,3,2022-10-01,48.54,Check,Gift,Completed
17110,1025,22,8,3,2022-10-02,137.5,Credit Card,Gift,Completed
17111,2568,22,8,3,2022-10-01,687.32,Credit Card,Gift,Completed
17112,3170,22,8,3,2022-10-03,858.82,Credit Card,Gift,Completed
17113,2587,22,8,4,2022-10-02,102.46,Credit Card,Gift,Completed
17114,452,22,8,3,2022-10-02,7008.68,Check,Gift,Completed
17115,2876,22,8,3,2022-09-30,113.08,Check,Gift,Completed
17116,4343,22,8,3,2022-10-02,135.74,Credit Card,Gift,Completed
17117,3479,22,8,3,2022-10-02,91.66,ACH,Gift,Completed
17118,2320,22,8,7,2022-10-02,218.96,Credit Card,Gift,Completed
17119,2746,22,8,3,2022-10-03,437.36,Check,Gift,Completed
17120,1953,22,8,3,2022-10-02,40607.04,Check,Gift,Completed
17121,2876,22,8,4,2022-10-02,237.84,Credit Card,Gift,Completed
17122,2454,22,8,3,2022-10-03,2525.22,Check,Gift,Completed
17123,1129,22,8,7,2022-10-01,147.64,Credit Card,Gift,Completed
17124,3996,22,8,3,2022-09-30,1015.54,Check,Gift,Completed
17125,327,22,8,3,2022-10-02,5284.36,Check,Gift,Completed
17126,1714,22,8,3,2022-10-02,35.6,Credit Card,Gift,Completed
17127,199,22,8,7,2022-10-03,171.78,Credit Card,Gift,Completed
17128,3852,22,8,3,2022-09-30,50.22,Check,Gift,Completed
17129,3645,22,8,4,2022-10-02,101.18,Credit Card,Gift,Completed
17130,1307,22,8,3,2022-10-02,5596.92,Other,Gift,Completed
17131,1882,22,8,3,2022-10-02,96.34,Credit Card,Gift,Completed
17132,4812,22,8,3,2022-10-02,71.56,Credit Card,Gift,Completed
17133,1260,22,8,3,2022-10-02,667.16,Cash,Gift,Completed
17134,1987,22,8,3,2022-10-03,406.8,Check,Gift,Completed
17135,2523,22,8,3,2022-10-01,156.86,Other,Gift,Completed
17136,667,22,8,3,2022-10-02,3304.76,Check,Gift,Completed
17137,4019,22,8,3,2022-10-01,49.82,Credit Card,Gift,Completed
17138,1647,22,8,3,2022-10-02,4643.66,Check,Gift,Completed
17139,2522,22,8,3,2022-10-03,1164.1,Check,Gift,Completed
17140,1031,22,8,4,2022-09-30,771.58,Credit Card,Gift,Completed
17141,1387,22,8,3,2022-10-03,109.68,Credit Card,Gift,Completed
17142,4586,22,8,3,2022-10-03,138.86,Check,Gift,Completed
17143,3921,22,8,3,2022-10-01,154.2,Check,Gift,Completed
17144,485,22,8,3,2022-10-02,4354.5,Credit Card,Gift,Completed
17145,1607,22,8,3,2022-10-02,141.1,ACH,Gift,Completed
17146,3112,22,8,4,2022-10-03,95.92,Credit Card,Gift,Completed
17147,4731,22,8,3,2022-10-02,198.72,Credit Card,Gift,Completed
17148,4431,22,8,3,2022-10-03,162.96,Credit Card,Gift,Completed
17149,4994,22,8,3,2022-10-03,61.76,Credit Card,Gift,Completed
17150,1534,22,8,4,2022-10-02,736.02,Check,Gift,Completed
17151,2134,22,8,3,2022-10-03,75.3,Credit Card,Gift,Completed
17152,1680,22,8,3,2022-10-02,17.28,Check,Gift,Completed
17153,4339,22,8,3,2022-10-03,830.64,Check,Gift,Completed
17154,3629,22,8,3,2022-10-01,175.82,Credit Card,Gift,Completed
17155,2722,22,8,3,2022-09-30,154.06,Credit Card,Gift,Completed
17156,2033,22,8,3,2022-10-02,774.42,ACH,Gift,Completed
17157,4714,22,8,3,2022-10-02,36.38,Credit Card,Gift,Completed
17158,3037,22,8,3,2022-10-02,38109.68,Credit Card,Gift,Completed
17159,1092,22,8,3,2022-10-03,177.86,Credit Card,Gift,Completed
17160,2244,22,8,4,2022-10-02,56.54,Credit Card,Gift,Completed
17161,326,22,8,3,2022-10-02,2004.48,Check,Gift,Completed
17162,945,22,8,7,2022-10-01,208.8,Credit Card,Gift,Completed
17163,4532,22,8,4,2022-10-02,227.88,Credit Card,Gift,Completed
17164,4238,22,8,3,2022-10-01,29.18,Credit Card,Gift,Completed
17165,4861,22,8,3,2022-10-02,87.02,Credit Card,Gift,Completed
17166,1842,22,8,4,2022-10-01,640.58,Credit Card,Gift,Completed
17167,4609,22,8,3,2022-09-30,561.8,Check,Gift,Completed
17168,4810,22,8,3,2022-09-30,194.78,Cash,Gift,Completed
17169,4601,22,8,3,2022-10-01,101.74,ACH,Gift,Completed
17170,3202,22,8,3,2022-10-03,466.44,Credit Card,Gift,Completed
17171,3024,22,8,3,2022-10-03,72.2,Credit Card,Gift,Completed
17172,4735,22,8,4,2022-10-02,54.46,Credit Card,Gift,Completed
17173,4427,22,8,3,2022-10-01,182.04,Cash,Gift,Completed
17174,2032,22,8,3,2022-10-03,532.02,Credit Card,Gift,Completed
17175,3689,22,8,3,2022-10-01,243.38,Credit Card,Gift,Completed
17176,3957,22,8,3,2022-10-03,158.88,Credit Card,Gift,Completed
17177,2244,22,8,3,2022-10-01,125.68,ACH,Gift,Completed
17178,2244,22,8,7,2022-10-01,13.005999999999998,Credit Card,Gift,Completed
17179,707,22,8,3,2022-10-01,1139.8,Credit Card,Gift,Completed
17180,2454,22,8,3,2022-10-02,955.64,Credit Card,Gift,Completed
17181,1786,22,8,3,2022-10-03,590.28,Check,Gift,Completed
17182,3782,22,8,4,2022-10-03,148.5,Credit Card,Gift,Completed
17183,3467,22,8,4,2022-10-02,109.72,Credit Card,Gift,Completed
17184,2623,22,8,7,2022-09-30,31.76,Check,Gift,Completed
17185,1916,22,8,3,2022-10-03,198.08,Credit Card,Gift,Completed
17186,3178,22,8,7,2022-09-30,40.44,Credit Card,Gift,Completed
17187,1498,22,8,4,2022-10-03,93.72,Credit Card,Gift,Completed
17188,3433,22,8,3,2022-10-01,403.56,Credit Card,Gift,Completed
17189,2360,22,8,3,2022-10-02,748.58,Credit Card,Gift,Completed
17190,808,22,8,3,2022-09-30,51.84,Credit Card,Gift,Completed
17191,3577,22,8,3,2022-10-03,245.52,Credit Card,Gift,Completed
17192,81,22,8,3,2022-10-01,1087.82,Credit Card,Gift,Completed
17193,4265,22,8,4,2022-10-02,49.04,Check,Gift,Completed
17194,2944,22,8,3,2022-10-02,52.44,Credit Card,Gift,Completed
17195,2854,22,8,4,2022-10-03,215.12,Credit Card,Gift,Completed
17196,1108,22,8,3,2022-10-02,53.24,Credit Card,Gift,Completed
17197,3745,22,8,3,2022-10-01,74.58,Credit Card,Gift,Completed
17198,2642,22,8,3,2022-10-03,54.6,Credit Card,Gift,Completed
17199,3197,22,8,3,2022-10-02,163.62,Credit Card,Gift,Completed
17200,222,22,8,3,2022-10-02,526.62,Check,Gift,Completed
17201,1257,22,8,3,2022-10-01,21.58,Check,Gift,Completed
17202,3829,22,8,4,2022-10-03,196.82,Credit Card,Gift,Completed
17203,3611,22,8,3,2022-10-02,101.94,Credit Card,Gift,Completed
17204,1706,22,8,3,2022-10-03,17.6,Check,Gift,Completed
17205,3521,22,8,3,2022-10-03,304.66,Check,Gift,Completed
17206,4985,22,8,3,2022-10-02,482.62,Check,Gift,Completed
17207,582,22,8,3,2022-10-03,3874.84,Other,Gift,Completed
17208,2134,22,8,3,2022-10-02,102.72,Credit Card,Gift,Completed
17209,4890,22,8,7,2022-10-03,11.3,Credit Card,Gift,Completed
17210,4092,22,8,3,2022-10-02,77.22,Credit Card,Gift,Completed
17211,4451,22,8,7,2022-10-01,36.52,Credit Card,Gift,Completed
17212,2214,22,8,3,2022-10-03,226.28,Check,Gift,Completed
17213,253,22,8,4,2022-10-03,14086.24,ACH,Gift,Completed
17214,1715,22,8,3,2022-10-03,52.76,Other,Gift,Completed
17215,806,22,8,4,2022-10-02,323.76,ACH,Gift,Completed
17216,3591,22,8,3,2022-10-02,44.32,Credit Card,Gift,Completed
17217,929,22,8,3,2022-10-02,814.12,Cash,Gift,Completed
17218,4619,22,8,3,2022-10-03,640.78,Cash,Gift,Completed
17219,4530,22,8,7,2022-10-02,150.0,Credit Card,Gift,Completed
17220,2388,22,8,3,2022-10-02,67.98,Check,Gift,Completed
17221,4695,22,8,3,2022-10-03,55.74,Credit Card,Gift,Completed
17222,2607,22,8,3,2022-10-02,3357.96,ACH,Gift,Completed
17223,398,22,8,3,2022-10-02,10369.04,Check,Gift,Completed
17224,1274,22,8,3,2022-10-03,175.14,Check,Gift,Completed
17225,1818,22,8,3,2022-10-02,918.0,Credit Card,Gift,Completed
17226,3782,22,8,3,2022-10-01,104.98,Credit Card,Gift,Completed
17227,60,22,8,3,2022-10-03,8554.16,Check,Gift,Completed
17228,3399,22,8,3,2022-10-01,1180.64,Credit Card,Gift,Completed
17229,2637,22,8,4,2022-10-02,674.34,Credit Card,Gift,Completed
17230,3278,22,8,3,2022-10-01,88.58,Credit Card,Gift,Completed
17231,2572,22,8,7,2022-10-03,229.1,Credit Card,Gift,Completed
17232,2572,22,8,3,2022-10-03,41.397999999999996,ACH,Gift,Completed
17233,2794,22,8,3,2022-09-30,54.62,ACH,Gift,Completed
17234,2758,22,8,3,2022-10-02,33.68,Credit Card,Gift,Completed
17235,2134,22,8,3,2022-10-03,14.82,Credit Card,Gift,Completed
17236,2763,22,8,3,2022-10-02,49192.36,Credit Card,Gift,Completed
17237,97,22,8,3,2022-10-02,1158.22,Credit Card,Gift,Completed
17238,3769,22,8,7,2022-10-01,220.4,Credit Card,Gift,Completed
17239,59,22,8,4,2022-10-02,3344.98,Check,Gift,Completed
17240,4499,22,8,7,2022-09-30,524.7,ACH,Gift,Completed
17241,4854,22,8,3,2022-10-02,474.26,Check,Gift,Completed
17242,927,22,8,3,2022-10-02,162.32,Check,Gift,Completed
